race_index,true_order,perm_probs,match_index,_tuple0,key0,key1,race_key,odds
43200,"[2, 5, 4]","[((2, 0, 1), 0.03494394198060036), ((2, 1, 0), 0.034277718514204025), ((0, 2, 1), 0.033795058727264404), ((1, 2, 0), 0.03272772207856178), ((0, 1, 2), 0.031617410480976105)]",97,"(2, 5, 4)",2-5-4,3-6-5,若松_20250708_1,734.8
43320,"[0, 2, 3]","[((0, 3, 2), 0.1809513419866562), ((0, 2, 3), 0.16596566140651703), ((3, 0, 2), 0.10168418288230896), ((2, 0, 3), 0.09073217213153839), ((3, 2, 0), 0.04053950309753418)]",2,"(0, 2, 3)",0-2-3,1-3-4,若松_20250424_10,5.8
43440,"[3, 5, 4]","[((3, 0, 5), 0.3885595202445984), ((3, 5, 0), 0.12887011468410492), ((3, 0, 1), 0.08592263609170914), ((3, 0, 4), 0.07602250576019287), ((0, 3, 5), 0.06620626151561737)]",15,"(3, 5, 4)",3-5-4,4-6-5,若松_20250630_2,201.7
43560,"[0, 2, 1]","[((0, 1, 3), 0.05281594768166542), ((0, 1, 4), 0.046930793672800064), ((0, 1, 2), 0.04638305678963661), ((1, 0, 3), 0.044401876628398895), ((1, 0, 4), 0.03945428505539894)]",9,"(0, 2, 1)",0-2-1,1-3-2,若松_20250424_1,8.5
43680,"[0, 3, 2]","[((0, 5, 2), 0.10147600620985031), ((0, 2, 5), 0.09820155054330826), ((0, 5, 1), 0.0720333456993103), ((0, 5, 3), 0.06463946402072906), ((0, 2, 1), 0.0643225833773613)]",10,"(0, 3, 2)",0-3-2,1-4-3,若松_20250421_12,26.0
43800,"[5, 4, 2]","[((5, 0, 2), 0.24671940505504608), ((5, 0, 1), 0.12577617168426514), ((5, 2, 0), 0.11000068485736847), ((5, 0, 4), 0.10451573133468628), ((0, 5, 2), 0.0537518635392189)]",16,"(5, 4, 2)",5-4-2,6-5-3,若松_20250708_4,34.0
43920,"[0, 2, 1]","[((0, 2, 1), 0.19399946928024292), ((0, 2, 5), 0.11608941853046417), ((0, 1, 2), 0.10744762420654297), ((2, 0, 1), 0.09362870454788208), ((0, 5, 2), 0.05736702308058739)]",1,"(0, 2, 1)",0-2-1,1-3-2,若松_20250424_1,8.5
44040,"[5, 1, 0]","[((1, 0, 3), 0.07905267179012299), ((1, 3, 0), 0.0650615394115448), ((0, 1, 3), 0.05822787806391716), ((1, 0, 5), 0.05174185708165169), ((3, 1, 0), 0.04377344623208046)]",14,"(5, 1, 0)",5-1-0,6-2-1,若松_20250708_6,324.5
44160,"[2, 4, 5]","[((2, 0, 5), 0.09315571188926697), ((0, 2, 5), 0.07936990261077881), ((2, 5, 0), 0.06779669970273972), ((2, 0, 1), 0.05258038640022278), ((5, 2, 0), 0.049399398267269135)]",32,"(2, 4, 5)",2-4-5,3-5-6,若松_20250425_6,36.0
44280,"[0, 2, 1]","[((0, 1, 2), 0.13369442522525787), ((1, 0, 2), 0.12394838780164719), ((0, 2, 1), 0.09213145077228546), ((1, 2, 0), 0.07661136984825134), ((2, 0, 1), 0.07134532928466797)]",3,"(0, 2, 1)",0-2-1,1-3-2,若松_20250424_1,8.5
44400,"[5, 0, 1]","[((0, 5, 3), 0.12676750123500824), ((0, 5, 1), 0.09484870731830597), ((5, 0, 3), 0.0827544704079628), ((0, 3, 5), 0.07951794564723969), ((5, 0, 1), 0.06191771849989891)]",5,"(5, 0, 1)",5-0-1,6-1-2,若松_20250628_2,45.1
44520,"[2, 0, 1]","[((0, 1, 2), 0.0771789476275444), ((1, 0, 2), 0.07184451073408127), ((0, 1, 3), 0.06335572898387909), ((1, 0, 3), 0.05897672474384308), ((0, 2, 1), 0.0442727766931057)]",9,"(2, 0, 1)",2-0-1,3-1-2,若松_20250515_12,32.2
44640,"[2, 3, 4]","[((0, 2, 5), 0.06198549643158913), ((0, 5, 2), 0.05629749596118927), ((2, 0, 5), 0.05523840710520744), ((5, 0, 2), 0.04749570041894913), ((2, 5, 0), 0.0426095649600029)]",79,"(2, 3, 4)",2-3-4,3-4-5,若松_20250709_10,69.7
44760,"[2, 4, 1]","[((1, 0, 2), 0.07760424166917801), ((0, 1, 2), 0.07750298082828522), ((1, 2, 0), 0.055655453354120255), ((0, 2, 1), 0.05548393353819847), ((1, 0, 4), 0.046476949006319046)]",25,"(2, 4, 1)",2-4-1,3-5-2,若松_20250429_1,194.4
44880,"[0, 2, 4]","[((0, 2, 4), 0.0808279812335968), ((0, 2, 1), 0.0745730847120285), ((0, 4, 2), 0.05204616114497185), ((0, 2, 3), 0.049759652465581894), ((2, 0, 4), 0.047369468957185745)]",1,"(0, 2, 4)",0-2-4,1-3-5,若松_20250421_2,38.6
45000,"[2, 0, 5]","[((0, 2, 5), 0.18313343822956085), ((0, 2, 1), 0.10340872406959534), ((2, 0, 5), 0.09357152879238129), ((0, 2, 3), 0.08232157677412033), ((0, 2, 4), 0.06689453125)]",3,"(2, 0, 5)",2-0-5,3-1-6,若松_20250425_7,13.5
45120,"[3, 1, 5]","[((3, 2, 0), 0.11659860610961914), ((3, 0, 2), 0.11201699078083038), ((2, 3, 0), 0.07344750314950943), ((0, 3, 2), 0.06947214156389236), ((3, 2, 1), 0.0376274548470974)]",36,"(3, 1, 5)",3-1-5,4-2-6,若松_20250707_6,204.5
45240,"[0, 1, 3]","[((1, 0, 3), 0.16633717715740204), ((1, 3, 0), 0.13975584506988525), ((1, 0, 4), 0.0620921291410923), ((0, 1, 3), 0.05508304759860039), ((1, 0, 2), 0.04731064289808273)]",4,"(0, 1, 3)",0-1-3,1-2-4,若松_20250424_5,3.9
45360,"[0, 2, 3]","[((0, 2, 1), 0.08162481337785721), ((0, 2, 3), 0.07965269684791565), ((0, 1, 2), 0.06883655488491058), ((0, 3, 2), 0.06658142805099487), ((2, 0, 1), 0.05203860625624657)]",2,"(0, 2, 3)",0-2-3,1-3-4,若松_20250424_10,5.8
45480,"[0, 3, 2]","[((0, 3, 4), 0.09930189698934555), ((0, 4, 3), 0.09812276810407639), ((3, 0, 4), 0.06180296093225479), ((4, 0, 3), 0.06077931076288223), ((0, 3, 1), 0.03308464214205742)]",8,"(0, 3, 2)",0-3-2,1-4-3,若松_20250421_12,26.0
45600,"[5, 1, 0]","[((5, 0, 1), 0.16104774177074432), ((0, 5, 1), 0.12011215090751648), ((5, 1, 0), 0.10318880528211594), ((1, 5, 0), 0.0646287128329277), ((0, 1, 5), 0.052048925310373306)]",3,"(5, 1, 0)",5-1-0,6-2-1,若松_20250708_6,324.5
45720,"[0, 2, 1]","[((0, 3, 1), 0.09496113657951355), ((0, 1, 3), 0.09446825087070465), ((0, 3, 2), 0.08876826614141464), ((0, 1, 2), 0.08733440190553665), ((0, 2, 3), 0.08570388704538345)]",6,"(0, 2, 1)",0-2-1,1-3-2,若松_20250424_1,8.5
45840,"[0, 2, 1]","[((1, 0, 3), 0.09511912614107132), ((1, 0, 4), 0.07389292120933533), ((1, 0, 2), 0.06829236447811127), ((1, 3, 0), 0.06333223730325699), ((1, 4, 0), 0.046837277710437775)]",28,"(0, 2, 1)",0-2-1,1-3-2,若松_20250424_1,8.5
45960,"[4, 3, 2]","[((4, 0, 2), 0.025444675236940384), ((4, 2, 0), 0.025187529623508453), ((0, 4, 2), 0.024984750896692276), ((2, 4, 0), 0.02455596625804901), ((0, 2, 4), 0.02411855012178421)]",37,"(4, 3, 2)",4-3-2,5-4-3,若松_20250517_5,333.5
46080,"[5, 4, 3]","[((0, 2, 5), 0.03763227537274361), ((0, 2, 3), 0.036633703857660294), ((2, 0, 5), 0.0357966423034668), ((2, 0, 3), 0.03484677895903587), ((0, 2, 4), 0.03310147672891617)]",99,"(5, 4, 3)",5-4-3,6-5-4,若松_20250710_10,2339.0
46200,"[4, 0, 1]","[((0, 1, 3), 0.09178626537322998), ((0, 3, 1), 0.07916669547557831), ((0, 1, 4), 0.0682283490896225), ((0, 1, 2), 0.059346798807382584), ((0, 4, 1), 0.05425066128373146)]",18,"(4, 0, 1)",4-0-1,5-1-2,若松_20250619_1,93.3
46320,"[0, 2, 5]","[((0, 1, 2), 0.09532526880502701), ((1, 0, 2), 0.07266823947429657), ((0, 2, 1), 0.06547108292579651), ((0, 1, 3), 0.05142112821340561), ((0, 1, 5), 0.04846992343664169)]",17,"(0, 2, 5)",0-2-5,1-3-6,若松_20250425_4,74.7
46440,"[0, 4, 2]","[((0, 2, 1), 0.20156152546405792), ((0, 2, 4), 0.10737063735723495), ((0, 1, 2), 0.09892091155052185), ((2, 0, 1), 0.08952812105417252), ((0, 2, 5), 0.050071824342012405)]",7,"(0, 4, 2)",0-4-2,1-5-3,若松_20250515_11,29.2
46560,"[4, 3, 1]","[((0, 1, 4), 0.025051770731806755), ((1, 0, 4), 0.024134386330842972), ((0, 4, 1), 0.022009626030921936), ((0, 1, 3), 0.021622618660330772), ((0, 1, 5), 0.021407688036561012)]",49,"(4, 3, 1)",4-3-1,5-4-2,若松_20250701_1,35.1
46680,"[2, 0, 4]","[((5, 0, 2), 0.14703357219696045), ((0, 5, 2), 0.14026561379432678), ((5, 2, 0), 0.08569139987230301), ((0, 2, 5), 0.07662959396839142), ((2, 5, 0), 0.06348985433578491)]",53,"(2, 0, 4)",2-0-4,3-1-5,若松_20250426_2,17.2
46800,"[0, 3, 2]","[((0, 1, 3), 0.12575066089630127), ((0, 3, 1), 0.11540006101131439), ((0, 1, 4), 0.07341111451387405), ((0, 4, 1), 0.057269658893346786), ((0, 3, 4), 0.056409481912851334)]",9,"(0, 3, 2)",0-3-2,1-4-3,若松_20250421_12,26.0
46920,"[1, 0, 5]","[((1, 3, 0), 0.06384658813476562), ((1, 3, 5), 0.06156022474169731), ((1, 0, 3), 0.05982768535614014), ((1, 5, 3), 0.05687783658504486), ((1, 0, 5), 0.04978041723370552)]",5,"(1, 0, 5)",1-0-5,2-1-6,若松_20250429_8,137.1
47040,"[5, 0, 4]","[((5, 0, 3), 0.13082841038703918), ((5, 0, 4), 0.1266123354434967), ((5, 3, 0), 0.10731825232505798), ((5, 4, 0), 0.10278617590665817), ((5, 3, 4), 0.0668155774474144)]",2,"(5, 0, 4)",5-0-4,6-1-5,若松_20250710_7,12.8
47160,"[0, 2, 3]","[((2, 0, 3), 0.056357793509960175), ((2, 0, 1), 0.04773120582103729), ((2, 3, 0), 0.04583677276968956), ((2, 0, 5), 0.041658028960227966), ((0, 2, 3), 0.04164935648441315)]",5,"(0, 2, 3)",0-2-3,1-3-4,若松_20250424_10,5.8
47280,"[0, 3, 1]","[((0, 1, 2), 0.06666717678308487), ((0, 2, 1), 0.058500468730926514), ((0, 1, 3), 0.051876965910196304), ((1, 0, 2), 0.049215760082006454), ((0, 3, 1), 0.041960619390010834)]",5,"(0, 3, 1)",0-3-1,1-4-2,若松_20250421_8,9.4
47400,"[0, 3, 1]","[((0, 1, 3), 0.1020389273762703), ((0, 3, 1), 0.09992861747741699), ((0, 1, 2), 0.07230927795171738), ((0, 3, 2), 0.06792993098497391), ((0, 2, 1), 0.06201222911477089)]",2,"(0, 3, 1)",0-3-1,1-4-2,若松_20250421_8,9.4
47520,"[0, 1, 5]","[((0, 1, 2), 0.08369751274585724), ((0, 1, 5), 0.07696520537137985), ((1, 0, 2), 0.07395967841148376), ((1, 0, 5), 0.06801064312458038), ((0, 1, 3), 0.06507550925016403)]",2,"(0, 1, 5)",0-1-5,1-2-6,若松_20250515_3,78.9
47640,"[0, 1, 2]","[((0, 1, 2), 0.17468665540218353), ((0, 1, 3), 0.1131124347448349), ((0, 2, 1), 0.10583111643791199), ((1, 0, 2), 0.07486844807863235), ((0, 3, 1), 0.0619039312005043)]",1,"(0, 1, 2)",0-1-2,1-2-3,若松_20250421_11,5.9
47760,"[3, 4, 5]","[((3, 0, 4), 0.17291583120822906), ((3, 0, 2), 0.11742406338453293), ((3, 0, 5), 0.10335122793912888), ((3, 4, 0), 0.08576220273971558), ((3, 0, 1), 0.07819397747516632)]",16,"(3, 4, 5)",3-4-5,4-5-6,若松_20250621_10,57.3
47880,"[0, 3, 4]","[((2, 0, 3), 0.07966287434101105), ((2, 3, 0), 0.07848677784204483), ((0, 2, 3), 0.07613392919301987), ((3, 2, 0), 0.07436966150999069), ((0, 3, 2), 0.06971418857574463)]",29,"(0, 3, 4)",0-3-4,1-4-5,若松_20250515_10,18.7
48000,"[0, 3, 1]","[((1, 0, 3), 0.102873295545578), ((0, 1, 3), 0.09512776136398315), ((1, 3, 0), 0.060128942131996155), ((1, 0, 2), 0.05162964388728142), ((0, 3, 1), 0.05033138021826744)]",5,"(0, 3, 1)",0-3-1,1-4-2,若松_20250421_8,9.4
48120,"[0, 1, 3]","[((0, 2, 1), 0.062392912805080414), ((0, 1, 2), 0.061596956104040146), ((0, 2, 3), 0.0611858069896698), ((0, 3, 2), 0.05994890257716179), ((0, 1, 3), 0.05850822851061821)]",5,"(0, 1, 3)",0-1-3,1-2-4,若松_20250424_5,3.9
48240,"[3, 0, 1]","[((0, 3, 1), 0.041950762271881104), ((0, 1, 3), 0.040192071348428726), ((3, 0, 1), 0.034277621656656265), ((1, 0, 3), 0.03204507753252983), ((0, 3, 2), 0.02910856157541275)]",3,"(3, 0, 1)",3-0-1,4-1-2,若松_20250526_6,127.8
48360,"[0, 2, 1]","[((0, 1, 2), 0.1529129445552826), ((0, 2, 1), 0.1378369778394699), ((1, 0, 2), 0.06710874289274216), ((2, 0, 1), 0.05883146822452545), ((0, 1, 4), 0.046803638339042664)]",2,"(0, 2, 1)",0-2-1,1-3-2,若松_20250424_1,8.5
48480,"[5, 3, 0]","[((0, 3, 2), 0.12031318247318268), ((0, 3, 5), 0.11527826637029648), ((0, 2, 3), 0.09097190946340561), ((0, 5, 3), 0.08604903519153595), ((0, 2, 5), 0.048776596784591675)]",27,"(5, 3, 0)",5-3-0,6-4-1,若松_20250523_6,164.8
48600,"[2, 4, 0]","[((2, 0, 1), 0.05058513209223747), ((2, 1, 0), 0.04371742531657219), ((2, 0, 3), 0.04323062300682068), ((0, 2, 1), 0.03929801657795906), ((2, 3, 0), 0.0356796570122242)]",18,"(2, 4, 0)",2-4-0,3-5-1,若松_20250711_8,185.8
48720,"[4, 3, 0]","[((1, 0, 3), 0.09254617989063263), ((1, 3, 0), 0.08300783485174179), ((0, 1, 3), 0.07957758754491806), ((3, 1, 0), 0.06749353557825089), ((0, 3, 1), 0.05705118179321289)]",34,"(4, 3, 0)",4-3-0,5-4-1,若松_20250424_3,211.5
48840,"[3, 5, 2]","[((0, 5, 3), 0.08463423699140549), ((5, 0, 3), 0.08307317644357681), ((0, 3, 5), 0.05783742666244507), ((5, 3, 0), 0.055369164794683456), ((3, 0, 5), 0.04612768813967705)]",32,"(3, 5, 2)",3-5-2,4-6-3,若松_20250714_1,123.2
48960,"[2, 0, 5]","[((0, 1, 3), 0.08570568263530731), ((0, 3, 1), 0.07332616299390793), ((1, 0, 3), 0.06526940315961838), ((0, 1, 2), 0.06196209415793419), ((3, 0, 1), 0.05186576768755913)]",53,"(2, 0, 5)",2-0-5,3-1-6,若松_20250425_7,13.5
49080,"[0, 2, 4]","[((0, 5, 2), 0.19768325984477997), ((0, 2, 5), 0.14905205368995667), ((5, 0, 2), 0.10951684415340424), ((2, 0, 5), 0.07578545063734055), ((0, 5, 3), 0.06135902926325798)]",21,"(0, 2, 4)",0-2-4,1-3-5,若松_20250421_2,38.6
49200,"[3, 4, 0]","[((4, 0, 2), 0.1057514101266861), ((0, 4, 2), 0.0877724289894104), ((4, 2, 0), 0.07412629574537277), ((2, 4, 0), 0.052090223878622055), ((4, 0, 3), 0.04817669466137886)]",15,"(3, 4, 0)",3-4-0,4-5-1,若松_20250629_6,8.2
49320,"[0, 1, 4]","[((0, 1, 4), 0.15500126779079437), ((0, 1, 2), 0.1448637694120407), ((0, 1, 5), 0.13481108844280243), ((0, 1, 3), 0.10376513004302979), ((1, 0, 4), 0.08615239709615707)]",1,"(0, 1, 4)",0-1-4,1-2-5,若松_20250424_11,8.3
49440,"[0, 2, 4]","[((0, 2, 4), 0.14084255695343018), ((0, 4, 2), 0.10208496451377869), ((2, 0, 4), 0.09943887591362), ((4, 0, 2), 0.063471220433712), ((0, 2, 1), 0.05056767910718918)]",1,"(0, 2, 4)",0-2-4,1-3-5,若松_20250421_2,38.6
49560,"[0, 2, 1]","[((1, 2, 0), 0.06645337492227554), ((2, 1, 0), 0.06491846591234207), ((1, 2, 5), 0.06147892400622368), ((2, 1, 5), 0.06005891039967537), ((1, 2, 4), 0.052025049924850464)]",14,"(0, 2, 1)",0-2-1,1-3-2,若松_20250424_1,8.5
49680,"[0, 2, 1]","[((0, 1, 2), 0.31501504778862), ((0, 2, 1), 0.24016515910625458), ((1, 0, 2), 0.15368138253688812), ((2, 0, 1), 0.10970832407474518), ((1, 2, 0), 0.04199093580245972)]",2,"(0, 2, 1)",0-2-1,1-3-2,若松_20250424_1,8.5
49800,"[0, 3, 2]","[((3, 0, 2), 0.23446708917617798), ((0, 3, 2), 0.1755496710538864), ((3, 2, 0), 0.1254737228155136), ((2, 3, 0), 0.07537784427404404), ((0, 2, 3), 0.06372423470020294)]",2,"(0, 3, 2)",0-3-2,1-4-3,若松_20250421_12,26.0
49920,"[1, 5, 2]","[((1, 0, 5), 0.1954312026500702), ((1, 0, 2), 0.10885039716959), ((0, 1, 5), 0.09655770659446716), ((1, 0, 4), 0.08779357373714447), ((1, 5, 0), 0.08233213424682617)]",16,"(1, 5, 2)",1-5-2,2-6-3,若松_20250619_2,97.2
50040,"[0, 4, 2]","[((0, 3, 4), 0.1372338980436325), ((0, 4, 3), 0.1221812516450882), ((0, 3, 2), 0.11343352496623993), ((0, 2, 3), 0.09445096552371979), ((0, 4, 2), 0.07922717183828354)]",5,"(0, 4, 2)",0-4-2,1-5-3,若松_20250515_11,29.2
50160,"[1, 3, 0]","[((1, 0, 5), 0.11206644028425217), ((0, 1, 5), 0.10460058599710464), ((1, 5, 0), 0.06533827632665634), ((1, 0, 3), 0.057690806686878204), ((0, 5, 1), 0.05578284710645676)]",10,"(1, 3, 0)",1-3-0,2-4-1,若松_20250714_9,146.9
50280,"[3, 2, 0]","[((3, 2, 1), 0.04628046229481697), ((3, 2, 0), 0.045314300805330276), ((3, 1, 2), 0.04467782378196716), ((3, 0, 2), 0.04342789202928543), ((3, 1, 0), 0.03980566933751106)]",2,"(3, 2, 0)",3-2-0,4-3-1,若松_20250515_9,125.5
50400,"[5, 0, 4]","[((0, 5, 3), 0.10903609544038773), ((5, 0, 3), 0.09374231845140457), ((0, 5, 1), 0.07419521361589432), ((5, 0, 1), 0.06378833949565887), ((0, 5, 4), 0.06159656494855881)]",6,"(5, 0, 4)",5-0-4,6-1-5,若松_20250710_7,12.8
50520,"[3, 0, 4]","[((0, 3, 2), 0.10891316086053848), ((0, 3, 1), 0.10019524395465851), ((0, 2, 3), 0.06649471819400787), ((3, 0, 2), 0.06551656872034073), ((3, 0, 1), 0.06027231737971306)]",14,"(3, 0, 4)",3-0-4,4-1-5,若松_20250429_10,76.5
50640,"[0, 3, 2]","[((3, 0, 2), 0.16347713768482208), ((0, 3, 2), 0.1369907408952713), ((3, 0, 5), 0.0872340127825737), ((0, 3, 5), 0.07310044765472412), ((3, 2, 0), 0.06515567004680634)]",2,"(0, 3, 2)",0-3-2,1-4-3,若松_20250421_12,26.0
50760,"[0, 2, 4]","[((0, 2, 4), 0.10799793154001236), ((0, 4, 2), 0.09357957541942596), ((0, 2, 5), 0.08606494963169098), ((0, 5, 2), 0.07000929862260818), ((0, 2, 1), 0.05737445503473282)]",1,"(0, 2, 4)",0-2-4,1-3-5,若松_20250421_2,38.6
50880,"[1, 5, 3]","[((1, 0, 5), 0.0815306082367897), ((1, 5, 0), 0.07818122208118439), ((1, 0, 3), 0.06657654792070389), ((1, 3, 0), 0.05892571806907654), ((1, 5, 3), 0.05855286493897438)]",5,"(1, 5, 3)",1-5-3,2-6-4,若松_20250425_3,27.1
51000,"[2, 4, 5]","[((1, 2, 0), 0.03372194990515709), ((1, 2, 4), 0.03365645185112953), ((2, 1, 0), 0.03303647041320801), ((2, 1, 4), 0.0329723060131073), ((1, 0, 2), 0.030359391123056412)]",34,"(2, 4, 5)",2-4-5,3-5-6,若松_20250425_6,36.0
51120,"[1, 0, 3]","[((1, 0, 2), 0.22183164954185486), ((1, 0, 3), 0.21577787399291992), ((1, 2, 0), 0.12698747217655182), ((1, 3, 0), 0.1226271316409111), ((1, 2, 3), 0.04752858728170395)]",2,"(1, 0, 3)",1-0-3,2-1-4,若松_20250421_10,86.2
51240,"[0, 2, 1]","[((0, 2, 5), 0.14521420001983643), ((0, 2, 1), 0.11938808113336563), ((0, 5, 2), 0.06898259371519089), ((0, 2, 3), 0.06703173369169235), ((0, 2, 4), 0.06257301568984985)]",2,"(0, 2, 1)",0-2-1,1-3-2,若松_20250424_1,8.5
51360,"[4, 0, 5]","[((0, 5, 1), 0.09378223121166229), ((0, 5, 4), 0.08263619244098663), ((0, 1, 5), 0.07185904681682587), ((0, 4, 5), 0.06116592884063721), ((5, 0, 1), 0.045709606260061264)]",12,"(4, 0, 5)",4-0-5,5-1-6,若松_20250424_12,220.5
51480,"[0, 4, 1]","[((0, 4, 2), 0.07695324718952179), ((0, 2, 4), 0.06623177975416183), ((0, 4, 3), 0.052322424948215485), ((4, 0, 2), 0.050507619976997375), ((2, 0, 4), 0.0407591238617897)]",13,"(0, 4, 1)",0-4-1,1-5-2,若松_20250429_4,15.2
51600,"[0, 4, 2]","[((0, 4, 2), 0.08399243652820587), ((0, 2, 4), 0.07212331891059875), ((0, 4, 1), 0.06837019324302673), ((0, 1, 4), 0.05563393980264664), ((0, 4, 5), 0.04780953750014305)]",1,"(0, 4, 2)",0-4-2,1-5-3,若松_20250515_11,29.2
51720,"[0, 3, 2]","[((2, 0, 3), 0.08378744125366211), ((2, 0, 1), 0.0794137492775917), ((2, 3, 0), 0.06965173780918121), ((2, 1, 0), 0.06482294201850891), ((0, 2, 3), 0.05028185248374939)]",14,"(0, 3, 2)",0-3-2,1-4-3,若松_20250421_12,26.0
51840,"[0, 1, 5]","[((0, 1, 2), 0.10154150426387787), ((0, 1, 3), 0.0893998071551323), ((0, 2, 1), 0.07369840145111084), ((0, 3, 1), 0.06255900114774704), ((1, 0, 2), 0.06028304249048233)]",8,"(0, 1, 5)",0-1-5,1-2-6,若松_20250515_3,78.9
51960,"[0, 1, 2]","[((0, 1, 3), 0.1261969655752182), ((0, 1, 2), 0.10626956820487976), ((1, 0, 3), 0.0913497656583786), ((1, 0, 2), 0.07692499458789825), ((0, 3, 1), 0.05992361530661583)]",2,"(0, 1, 2)",0-1-2,1-2-3,若松_20250421_11,5.9
52080,"[0, 2, 4]","[((0, 2, 4), 0.0755835771560669), ((0, 4, 2), 0.06622271239757538), ((2, 0, 4), 0.06559870392084122), ((4, 0, 2), 0.05354144796729088), ((2, 4, 0), 0.04700518399477005)]",1,"(0, 2, 4)",0-2-4,1-3-5,若松_20250421_2,38.6
52200,"[3, 2, 4]","[((3, 2, 0), 0.08996445685625076), ((2, 3, 0), 0.07333549857139587), ((3, 0, 2), 0.0654827356338501), ((3, 2, 4), 0.047691408544778824), ((0, 3, 2), 0.045841556042432785)]",4,"(3, 2, 4)",3-2-4,4-3-5,若松_20250716_2,74.9
52320,"[5, 1, 0]","[((5, 1, 0), 0.17430232465267181), ((5, 0, 1), 0.10228816419839859), ((1, 5, 0), 0.09301507472991943), ((5, 1, 2), 0.06784892082214355), ((5, 1, 3), 0.05802347883582115)]",1,"(5, 1, 0)",5-1-0,6-2-1,若松_20250708_6,324.5
52440,"[0, 4, 1]","[((0, 1, 4), 0.08080174028873444), ((0, 1, 3), 0.07726379483938217), ((0, 4, 1), 0.06269936263561249), ((0, 3, 1), 0.05927019938826561), ((0, 1, 2), 0.05765390768647194)]",3,"(0, 4, 1)",0-4-1,1-5-2,若松_20250429_4,15.2
52560,"[0, 1, 3]","[((0, 1, 3), 0.11609775573015213), ((0, 3, 1), 0.10898097604513168), ((0, 1, 4), 0.06265053898096085), ((0, 3, 4), 0.05202113837003708), ((0, 4, 1), 0.048353955149650574)]",1,"(0, 1, 3)",0-1-3,1-2-4,若松_20250424_5,3.9
52680,"[3, 4, 5]","[((0, 5, 3), 0.07099121063947678), ((0, 3, 5), 0.06556833535432816), ((0, 5, 1), 0.06550998240709305), ((0, 1, 5), 0.058872222900390625), ((0, 3, 1), 0.04989951476454735)]",74,"(3, 4, 5)",3-4-5,4-5-6,若松_20250621_10,57.3
52800,"[0, 4, 1]","[((4, 0, 2), 0.09834911674261093), ((4, 0, 5), 0.0931478962302208), ((0, 4, 2), 0.09070048481225967), ((0, 4, 5), 0.08590376377105713), ((4, 0, 1), 0.05618906393647194)]",6,"(0, 4, 1)",0-4-1,1-5-2,若松_20250429_4,15.2
52920,"[2, 0, 4]","[((2, 1, 0), 0.04944266006350517), ((1, 2, 0), 0.0463564470410347), ((2, 1, 4), 0.04452623426914215), ((1, 2, 4), 0.04174690693616867), ((2, 0, 1), 0.03932858631014824)]",13,"(2, 0, 4)",2-0-4,3-1-5,若松_20250426_2,17.2
53040,"[0, 4, 1]","[((0, 4, 1), 0.10103239119052887), ((0, 1, 4), 0.08729398995637894), ((0, 4, 2), 0.07577865570783615), ((0, 2, 4), 0.06029808148741722), ((0, 4, 3), 0.05505594611167908)]",1,"(0, 4, 1)",0-4-1,1-5-2,若松_20250429_4,15.2
53160,"[1, 0, 3]","[((0, 2, 4), 0.046769969165325165), ((0, 4, 2), 0.04629497975111008), ((0, 2, 1), 0.04505489766597748), ((0, 1, 2), 0.04395781084895134), ((0, 4, 1), 0.04348419979214668)]",27,"(1, 0, 3)",1-0-3,2-1-4,若松_20250421_10,86.2
53280,"[0, 1, 2]","[((2, 0, 1), 0.12024855613708496), ((0, 2, 1), 0.10849060863256454), ((2, 1, 0), 0.0786593034863472), ((0, 1, 2), 0.061712488532066345), ((1, 2, 0), 0.057909876108169556)]",4,"(0, 1, 2)",0-1-2,1-2-3,若松_20250421_11,5.9
53400,"[3, 1, 0]","[((3, 1, 2), 0.06535252928733826), ((3, 2, 1), 0.057921916246414185), ((1, 3, 2), 0.05132979527115822), ((2, 3, 1), 0.04277051240205765), ((1, 2, 3), 0.03289021924138069)]",6,"(3, 1, 0)",3-1-0,4-2-1,若松_20250429_3,188.8
53520,"[0, 1, 2]","[((0, 1, 2), 0.07508824020624161), ((0, 1, 3), 0.06934817135334015), ((1, 0, 2), 0.06302959471940994), ((0, 2, 1), 0.059494856745004654), ((1, 0, 3), 0.058211345225572586)]",1,"(0, 1, 2)",0-1-2,1-2-3,若松_20250421_11,5.9
53640,"[0, 2, 1]","[((1, 0, 2), 0.12522545456886292), ((0, 1, 2), 0.11998730152845383), ((1, 2, 0), 0.0714208334684372), ((0, 2, 1), 0.06468123942613602), ((2, 1, 0), 0.05224611237645149)]",4,"(0, 2, 1)",0-2-1,1-3-2,若松_20250424_1,8.5
53760,"[0, 1, 3]","[((0, 5, 1), 0.1184130385518074), ((0, 5, 4), 0.0794113501906395), ((0, 1, 5), 0.078623928129673), ((0, 5, 3), 0.05774278566241264), ((5, 0, 1), 0.0539013147354126)]",17,"(0, 1, 3)",0-1-3,1-2-4,若松_20250424_5,3.9
53880,"[2, 1, 4]","[((2, 0, 4), 0.15481562912464142), ((2, 0, 1), 0.10340237617492676), ((2, 0, 5), 0.09631476551294327), ((2, 4, 0), 0.09565982967615128), ((2, 1, 0), 0.05930100753903389)]",12,"(2, 1, 4)",2-1-4,3-2-5,若松_20250421_3,201.4
