登番,名前,読み,性別,養成期,25後期,25前期,24後期,24前期,23後期,23前期,22後期,22前期,21後期,21前期,20後期,20前期,19後期,19前期,18後期,18前期,17後期,17前期,16後期,16前期,15後期,15前期,14後期,14前期,13後期,13前期,12後期,12前期,11後期,11前期,10後期,10前期,09後期,09前期,08後期,08前期,07後期,07前期,06後期,06前期,05後期,05前期,04後期,04前期,03後期,03前期,02後期,02前期,01後期,01前期,00後期
2314,橋本淳二,ハシモト　ジユンジ,1,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B1,B2,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1
2315,近藤三幹,コンドウ　ミツモト,1,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B2,B2,B2,B2,B2,B2,B2,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1
2319,土澤栄,ツチザワ　サカエ,1,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B2,B1,B1,B1,B1,B1,B1,B1
2320,石田哲実,イシダ　テツミ,1,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,A2,B1,A2
2322,浜地冨美雄,ハマジ　フミオ,1,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B1,B1,B1,B1,B2,B1,B1,B1
2323,矢内久功,ヤナイ　ヒサノリ,1,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B2,B1,B1,B1
2325,渡辺義則,ワタナベ　ヨシノリ,1,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1
2326,紫垣順一,シガキ　ジユンイチ,1,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1
2329,永滝芳行,ナガタキ　ヨシユキ,1,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,A2
2330,磯野勇治,イソノ　ユウジ,1,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B2,B1,B1,B1
2331,溝口聖悟,ミゾグチ　セイゴ,1,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1
2342,小林旭,コバヤシ　アキラ,1,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1
2345,三島豊弘,ミシマ　トヨヒロ,1,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A2,A2,A2,A2,A2,A2,A1,A2
2348,糸平邦功,イトヒラ　クニナル,1,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B2,B2,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1
2349,野末昌男,ノズエ　マサオ,1,28,,,,,,,,,,,,,,,,,,,,,,,,B2,B1,B1,B1,B2,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1
2350,杉本博明,スギモト　ヒロアキ,1,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B1,B1,B1,B1,B1,B1,B1,A2
2352,渡辺一三六,ワタナベ　イサム,1,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B2,B1,B2,B1,B1,B1
2355,茂木敏男,モギ　トシオ,1,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B2,B2,B1,B1,B1,B1,B1,B1,B1,B1,B1
2357,羽尾勉,ハオ　ツトム,1,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B1,B1,B1,B1,B2,B2,A1,A2
2358,谷添悟,タニゾエ　サトル,1,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B1,B1,B1,B1,B1,B1,B1,B1
2359,柳川晃広,ヤナガワ　アキヒロ,1,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A2,A2,A2,B1,A2,A2
2361,鍛治義晴,カジ　ヨシハル,1,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B1,B1,B1,B1,A2,A2
2362,淺香登,アサカ　ノボル,1,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,A2,A2,A2,A2,A2,B1,A2,A2,A2
2364,井芹巧,イセリ　タクミ,1,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B1,B1,B1,B1,B1,B1,B1,A2,B1,A2
2370,上中俊夫,ウエナカ　トシオ,1,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B2,B1,B1,B1,B1,B1,B1,B1
2371,古川吉郎,フルカワ　ヨシロウ,1,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B1,B1,B1,B1
2372,石川正美,イシカワ　マサヨシ,1,28,,,,,,,,,,,,,,,,,,,,,,,,B1,B1,B1,B1,A2,A2,A2,A2,A1,A2,A2,B1,A1,A2,A2,A1,A2,A2,A2,A1,A2,A2,A2,A2,A2,A2,A2,A2
2376,新開文夫,シンカイ　フミオ,1,28,,,,,,,,,,,,,,,,,,,,,,,,,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,A2,A2,B1,A2,A2,A2,B1,A2,A2,A1
2377,倉尾良一,クラオ　リヨウイチ,1,28,,,,,,,,,,,,,,,,,,,,,B1,B1,B1,B1,B1,A2,B1,B1,B1,A2,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,A2,B1,B1,A2,B2,A1,A1,A1,A1,A1,A1
2380,関忠志,セキ　タダシ,1,28,,,,,,,,,,,,,,,,,,B1,B1,A2,B1,B1,B1,B1,B1,B1,A2,B1,B1,B1,A2,A2,A1,A2,A1,A2,A2,A1,A1,A2,A1,A1,A1,A1,A1,A2,B2,A2,A2,A1,A1
2382,生部守,イケベ　マモル,1,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B2,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1
2383,田中進一,タナカ　シンイチ,1,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B2,B1,B1,B1
2385,大岩章,オオイワ　アキラ,1,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B2,B2,B2,B2,B2,B2,B2,B1,B1,B1
2386,三小田昭光,サンコダ　アキミツ,1,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B1,B1,B1,B1,B1,B1,A2,B1,A2,B1,A2,B1,B1,B1,B1,B1,A2,B1,B1,A2,B1,A2
2387,小川忠良,オガワ　タダヨシ,1,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1
2391,大場利彦,オオバ　トシヒコ,1,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B1,B1,B1,A2,B1,B1
2392,長岡隆雄,ナガオカ　タカオ,1,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B2,B1,B1,B1,B1,B1
2398,白木正夫,シラキ　マサオ,1,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B2,B1,B1,B1
2404,小野卓生,オノ　タクオ,1,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B2,B1,B1,B1
2405,藤井映二,フジイ　エイジ,1,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B2,B1,B1,B1,B1,B1,B1,B1,B1
2407,石川博美,イシカワ　ヒロミ,1,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,A2,B1,B1,B1
2408,浅井重良,アサイ　シゲヨシ,1,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B1,B1,B1,B1
2410,陶山優公,スヤマ　ユウコウ,1,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1
2415,須江雅明,スエ　マサアキ,1,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B2,B1,B1,B1,B2,B1,B1,B1,B1,B1
2417,小畑建策,オバタ　ケンサク,1,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B1,A2,B1,B1,B1,B1,A2,A2,A2,A2
2418,長島修,ナガシマ　オサム,1,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B2,B1,B1,B1
2420,白石正,シライシ　タダシ,1,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B2,B1,B1,B2,B1,B1,B1,B2,B2,B1,B1,B1
2423,中島義郎,ナカジマ　ヨシロウ,1,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B1,A2,A2,A2
2425,内田光信,ウチダ　ミツノブ,1,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B1,B2,B2,B1,B2,B1,B1,B1,B1,B1,B1,B1,B1
2426,大森千恵,オオモリ　チエ,2,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B2,B2,B1,B1
2429,柴田哲男,シバタ　テツオ,1,29,,,,,,,,,,,,,,,,,,,,,,,,,,B2,B2,B1,B2,B1,B2,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,A2,A2,A2
2430,林貢,ハヤシ　ミツグ,1,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,B1,A2,B1,A2,A2,A2,A1,A2,A2,A2,A1,A2,A2,A2,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1
2434,古藤昇,コトウ　ノボル,1,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B1,B2,B1,B1
2438,市川澄男,イチカワ　スミオ,1,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1
2440,松元秀治,マツモト　ヒデハル,1,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B1,B1,B1,B1,B1,B1
2442,山形義裕,ヤマガタ　ヨシヒロ,1,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B1,B1,B1,A2,A2,A2
2443,中西順一,ナカニシ　ジユンイチ,1,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B2,B1,B1,B1,B1,B1,B1,B1,B2,B1,B1,B1,B1
2445,水野正三,ミズノ　シヨウゾウ,1,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B1,B1,B1,B1,B1,B1,B1,B1
2446,高橋博文,タカハシ　ヒロフミ,1,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1
2447,上島久男,ウエシマ　ヒサオ,1,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B1,B1,B1,B1,B1,A2,B2,B2,B1,B1,B2,A2,B1,A2,A2,A2,A2,A2,A2,A1,A1,A1,B2
2448,奥保和明,オクボ　カズアキ,1,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1
2449,木下青海,キノシタ　セイカイ,1,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,A2,A2,B1,A2,A2
2452,鳥居幸栄,トリイ　コウエイ,1,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B1,B1,B1,B1,B1,B1,B1,B1
2457,堀江喜一郎,ホリエ　キイチロウ,1,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B2,B1,B1,B1,B1,B1,B1,B1,A2,B1,B1,B1,B1,B1,B1,B1,A2,B1,A2,A2,A1,A2
2458,片岡行晴,カタオカ　ユキハル,1,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B1,B1,B1,B1,B1,B1,B1,B1,B1,A2
2461,西田栄二,ニシダ　エイジ,1,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B2,,B1,B1,B1,B1,B1,B1
2462,井上英一,イノウエ　エイイチ,1,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B1,B1,B1,B1,B1,B1,B1,B1
2464,岩津宅一,イワツ　タクイチ,1,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,A2,B1,A2,A2,A2,B1
2468,赤峰澄雄,アカミネ　スミオ,1,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B2,B1,B2,B2,B1,B1,B1,B1,B1,B1
2469,山田和広,ヤマダ　カズヒロ,1,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B2,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1
2474,大村征夫,オオムラ　ユクオ,1,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B2,B1,B2,B1,B1,B1,B1,B1,B1,B1
2477,林侃,ハヤシ　アキラ,1,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1
2479,上園正明,ウエゾノ　マサアキ,1,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B2,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,A2
2485,平尾修二,ヒラオ　シユウジ,1,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B2,B2,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B2,B1,B1,B1
2486,森岡正,モリオカ　タダシ,1,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B1,B1,B1,B1,B2,B1,B1,B1,B1,B1,B1,B1,B1,B1,A2
2487,石川幸夫,イシカワ　ユキオ,1,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,A2,A2,A2,A2,A2,A2
2488,山路善己,ヤマジ　ヨシキ,1,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B2,B2,B2,B2,B1,B1,B1,B1,B1,B1,B1
2491,宮原博昭,ミヤハラ　ヒロアキ,1,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B2,B1,B1,B1,B1,B1,B1,B1
2496,梶房幸夫,カジフサ　ユキオ,1,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B1,B1,B1,B1,B1,B1,B1,A2,A2,A2,A2
2497,野崎進,ノザキ　ススム,1,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,A2,B1,A2,B1,A2,A2,B2,A2
2500,富田章,トミタ　アキラ,1,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B2,B1,B1,A2,B1,B1,A2,A2,A2,B1,A2,B1,B1,B1,B1,A2,A2,A2,A2,A2,A1,A1
2501,廣町恵三,ヒロマチ　ケイゾウ,1,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B1,B1,B1,B1,B1,B1,A2,A2,A2,A2,A2,A2,A2,A2
2503,須江直己,スエ　ナオミ,1,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B2,B1,B1,B1,B1,B2,B1,B1
2504,國浦英徳,クニウラ　ヒデノリ,1,31,,,,,,,,,,,,,,,,,,,,B2,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,A2,B1,B1,B1,B1,B1,B1,B1,B1,B1,A2,A2,B1,B1,B1,B1,A2,A2,A1
2505,小泉秀人,コイズミ　ヒデト,1,31,,,,,,,,,,,,,,,,,,B1,B2,B2,B1,B2,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,A2,B1,B1,A2,A2
2507,石野美好,イシノ　ミヨシ,1,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B1,B1,B1,B1,B1,B1,B1,B1,B1,A2,A2,A2,A2,A2,A2,A2,A2,A1,B1
2509,三根政治,ミネ　セイジ,1,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A2,B1,A2,B1,A2,B2,A2,A1,B1,A2,A2,B1,A2,A2
2513,石井順一,イシイ　ジユンイチ,1,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B1,B1,B1,B1,B1,B1
2516,岡正広,オカ　マサヒロ,1,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B1,B1,B1,B1,B1,B1,B1
2517,永瀬三男,ナガセ　ミツオ,1,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1
2520,池田正美,イケダ　マサミ,1,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1
2523,岩科雅夫,イワシナ　マサオ,1,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B1,B1,B1,B1,B1,B1,B1,B1
2524,柳順一,ヤナギ　ジユンイチ,1,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B2,B1,B1,B1,B1,B1,B1,B2,B1,B1,B1,B1,B1,B1
2525,光山武,ミツヤマ　タケシ,1,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B2
2528,新井敏司,アライ　トシジ,1,32,,,,,,,,,,,,,,,,,,,B1,B1,B1,B1,A2,B1,B1,B1,B1,A2,A2,A2,A2,A2,A1,A2,A2,A1,A2,A2,A1,A2,A1,A1,A2,A1,A1,A1,A1,A1,A1,A1,A1
2529,深見康司,フカミ　コウジ,1,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B2,B1,B1,B1,B1,B1,B1,B1
2531,村外等,ムラホカ　ヒトシ,1,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,B2,B1,B2,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1
2532,金丸和廣,カナマル　カズヒロ,1,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1
2533,豊川二郎,トヨカワ　ジロウ,1,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B2,B1,B1,B1,B2,B1
2535,矢定政雄,ヤサダ　マサオ,1,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B2,B2,B2,B1,B1
2536,原準,ハラ　ジユン,1,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,A2,B1
2538,高橋二朗,タカハシ　ジロウ,1,32,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,A2,B1,A2,B1,B1,B2,A2,B1,B1,A2,A2,A2,A1,A2,A2,A2,A2,A2,A2
2542,高辻幸信,タカツジ　ユキノブ,1,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B2,B1,B1,B1,B1,B1,B1,B1
2544,大河内修,オオコウチ　オサム,1,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B2,B1,B1,B1,B1,B1,B1,B1
2545,青山登,アオヤマ　ノボル,1,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B1,B1,B1,B1,B1,B1,B1,A2,B1,A2,A2,A2,A2,A2,A1,B1,A2,A2
2552,金子文雄,カネコ　フミオ,1,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B2,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B2,B1,B1,B1
2554,佐久間理,サクマ　オサム,1,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A1,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2
2555,播口昌司,ハリグチ　シヨウジ,1,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B2,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,A2,B1,A2,B1,B2,A2,A2
2560,片山徳雄,カタヤマ　トクオ,1,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,,,,
2562,酒井壽賀夫,サカイ　スガオ,1,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1
2564,清水健,シミズ　ツヨシ,1,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B2,B1,B2,B1,B2,B1,B1,B1
2565,堀田三知治,ホツタ　ミチハル,1,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1
2568,中村義雄,ナカムラ　ヨシオ　,1,33,,,,,,,,,,,,,,,,B1,B1,B1,B1,B1,B1,B2,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,A2,A2,A1,A2,A2,A2,A2,A2
2569,西島洋一,ニシジマ　ヨウイチ,1,33,,,,,,,,,,,,,,,,,,,,,,,,,,,B2,B2,B2,B2,B2,B2,B1,B1,A2,B1,B1,A2,B1,B1,A2,A2,A2,A2,A2,A2,A2,B1,B1,B1,B1
2570,今野英典,イマノ　エイスケ,1,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B1,B1,B1,B1,B1,B1,B1,B1,B2,B2,B2,B1,B1,B1,B1,B1,B1,B1,B1
2574,大谷利夫,オオタニ　トシオ,1,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1
2576,芝岡春繁,シバオカ　ハルシゲ,1,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A1,A2,A2,A2,B1,A2
2579,青野豊,アオノ　ユタカ,1,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B2,B2,B2,B2,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1
2582,増沢良二,マスザワ　リヨウジ,1,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B1,B1,B1,B1,B1,A2,B1,A2,A2,B1,B1,A2
2584,桑村忍三,クワムラ　ニンゾウ,1,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B1,B1,B1,B1,B1,B1
2585,原由樹夫,ハラ　ユキオ,1,33,,,,,,,,,,,,,,,,,,,,B1,B1,B1,B1,B1,A2,B1,B1,A2,A1,A2,A2,A2,A1,A2,B1,B1,A2,A2,A2,A2,A2,A2,A1,A2,A1,A1,A1,A1,A1,A1,A1
2586,大坪茂,オオツボ　シゲル,1,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B2,B1,B1,B1,B1,B1,B1,B1,B1,B1
2589,榊原孝,サカキバラ　タカシ,1,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B2,B1,B1,B1
2590,永井三郎,ナガイ　サブロウ,1,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B2,B1,B1,B1
2593,妻夫木重則,ツマブキ　シゲノリ,1,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B1,B1,B1,B1,B1,B1,B2,B1,B1,B1
2596,館野友良,タテノ　トモヨシ,1,34,,,,,,,,,,,,,,,,,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,A2,B1,B1,A2,B1,B1,B1,B1,A2,B1,A2,B1,A2
2599,酒井雄一,サカイ　ユウイチ,1,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,A2
2602,小池康夫,コイケ　ヤスオ,1,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1
2604,重成達郎,シゲナリ　タツロウ,1,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,A2,B1,B1,B1
2606,半田幸男,ハンダ　ユキオ,1,34,,,,,,,,,,,,,,,,,,,,,,,,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,B1,A2,A2,A2,A2
2611,伊藤幸孝,イトウ　ユキタカ,1,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B1,B2,B1,B2
2612,武岡泰治,タケオカ　タイジ,1,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B1,B1,B1,B1,B1,B1,B1,B1,B1,B2,B1,B1,B1,A2,A2,A2,A2,A2,A2,A2
